"gene.y"	"Sample"	"chr"	"start"	"end"	"n"	"clusterID"	"N"	"coord"	"gene.x"	"annotation"	"FDR"	"ensemblID"	"verdict"	"deltapsi"	"transcripts"	"bam_slice"	"event"	"SS_Coords"	"ENSG.ID"	"median.cpm"	"sd"	"sum"
"68"	"CHORDC1"	"MDS_K700E"	"chr11"	90206272	90210536	2	"clu_21826_-"	3	"chr11:90206272-90210536"	"<i>CHORDC1</i>"	"annotated"	0.0175	"ENSG00000132153.14"	"annotated"	0.242	"ENST00000320585.10+ENST00000457199.6+ENST00000525317.5+ENST00000529987.5+ENST00000533724.5"	"chr11:90205272-90211536"	"chr11:90206272-90210536"	"chr11:90210036-90211036"	"ENSG00000110172.12"	85.52589638	25.63511248	0
"69"	"CHTF18"	"K562_K700E"	"chr16"	793274	794034	3	"clu_2133_+"	2	"chr16:793274-794054"	"<i>CHTF18</i>"	"cryptic"	0.00604	"ENSG00000093009.11"	"cryptic_threeprime"	0.517	"."	"chr16:792274-795034"	"chr16:793274-794034"	"chr16:793534-794534"	"ENSG00000127586.17"	70.87922911	1.764714119	0
"70"	"CHTF18"	"MDS_K700E"	"chr16"	793274	794034	3	"clu_4738_+"	3	"chr16:793274-794054"	"<i>CHTF18</i>"	"cryptic"	2.78e-06	"ENSG00000179750.15"	"cryptic_threeprime"	0.5	"."	"chr16:792274-795034"	"chr16:793274-794034"	"chr16:793534-794534"	"ENSG00000127586.17"	64.02371733	20.56925659	0
"71"	"CHTF18"	"Nalm_K700E"	"chr16"	793274	794034	3	"clu_4796_+"	3	"chr16:793274-794054"	"<i>CHTF18</i>"	"cryptic"	0.0134	"ENSG00000245694.11"	"cryptic_threeprime"	0.408	"."	"chr16:792274-795034"	"chr16:793274-794034"	"chr16:793534-794534"	"ENSG00000127586.17"	131.6947198	3.39426669	0
"72"	"CLINT1"	"K562_K700E"	"chr5"	157789513	157791703	2	"clu_4474_-"	2	"chr5:157789513-157791703"	"<i>CLINT1</i>"	"annotated"	0.047	"ENSG00000136810.13"	"annotated"	0.145	"ENST00000411809.7+ENST00000518855.5+ENST00000521047.1+ENST00000522381.1"	"chr5:157788513-157792703"	"chr5:157789513-157791703"	"chr5:157791203-157792203"	"ENSG00000113282.14"	117.4093878	0.702664932	20
"73"	"CLINT1"	"Nalm_K700E"	"chr5"	157789513	157791703	2	"clu_11270_-"	4	"chr5:157789513-157791703"	"<i>CLINT1</i>"	"annotated"	0.0308	"ENSG00000185219.18"	"annotated"	0.082	"ENST00000411809.7+ENST00000518855.5+ENST00000521047.1+ENST00000522381.1"	"chr5:157788513-157792703"	"chr5:157789513-157791703"	"chr5:157791203-157792203"	"ENSG00000113282.14"	174.3568823	2.054210959	20
"74"	"CLK2"	"MDS_K700E"	"chr1"	155268197	155268293	2	"clu_14098_-"	3	"chr1:155268126-155268293"	"<i>CLK2</i>"	"cryptic"	0.044	"ENSG00000124782.19"	"cryptic_threeprime"	0.066	"."	"chr1:155267197-155269293"	"chr1:155268197-155268293"	"chr1:155267793-155268793"	"ENSG00000176444.19"	59.90758497	6.7673941	0
"75"	"CLK2"	"Nalm_K700E"	"chr1"	155268197	155268293	2	"clu_1200_-"	2	"chr1:155268126-155268293"	"<i>CLK2</i>"	"cryptic"	0.032	"ENSG00000197381.17"	"cryptic_threeprime"	0.056	"."	"chr1:155267197-155269293"	"chr1:155268197-155268293"	"chr1:155267793-155268793"	"ENSG00000176444.19"	88.03926032	3.850511911	0
"76"	"CLSPN"	"MDS_K700E"	"chr1"	35746977	35747907	2	"clu_13443_-"	2	"chr1:35746977-35747907"	"<i>CLSPN</i>"	"cryptic"	0.0498	"."	"cryptic_threeprime"	0.116	"."	"chr1:35745977-35748907"	"chr1:35746977-35747907"	"chr1:35747407-35748407"	"ENSG00000092853.14"	78.32360955	28.45386862	0
"77"	"CLSPN"	"Nalm_K700E"	"chr1"	35746977	35747907	2	"clu_897_-"	2	"chr1:35746977-35747907"	"<i>CLSPN</i>"	"cryptic"	0.0473	"ENSG00000088882.8"	"cryptic_threeprime"	0.115	"."	"chr1:35745977-35748907"	"chr1:35746977-35747907"	"chr1:35747407-35748407"	"ENSG00000092853.14"	114.8152664	1.789976642	0
"78"	"COASY"	"MDS_K700E"	"chr17"	42562219	42562356	2	"clu_16774_+"	4	"chr17:42562219-42562933"	"<i>COASY</i>"	"annotated"	9.24e-08	"ENSG00000160991.15"	"annotated"	0.419	"ENST00000585811.1+ENST00000590958.5"	"chr17:42561219-42563356"	"chr17:42562219-42562356"	"chr17:42561856-42562856"	"ENSG00000068120.15"	70.15554243	13.93284132	0
"79"	"COASY"	"Nalm_K700E"	"chr17"	42562219	42562356	2	"clu_6290_+"	3	"chr17:42562219-42562612"	"<i>COASY</i>"	"annotated"	0.0041	"ENSG00000135108.16"	"annotated"	0.576	"ENST00000585811.1+ENST00000590958.5"	"chr17:42561219-42563356"	"chr17:42562219-42562356"	"chr17:42561856-42562856"	"ENSG00000068120.15"	71.43307744	0.366391629	0
"80"	"COG1"	"MDS_K700E"	"chr17"	73201900	73203024	2	"clu_17052_+"	2	"chr17:73201900-73203024"	"<i>COG1</i>"	"cryptic"	5.56e-05	"ENSG00000228315.11"	"cryptic_threeprime"	0.303	"."	"chr17:73200900-73204024"	"chr17:73201900-73203024"	"chr17:73202524-73203524"	"ENSG00000166685.13"	23.94923667	3.593662181	0
"81"	"COG1"	"Nalm_K700E"	"chr17"	73201900	73203024	2	"clu_6409_+"	2	"chr17:73201900-73203024"	"<i>COG1</i>"	"cryptic"	0.0253	"ENSG00000141480.18"	"cryptic_threeprime"	0.262	"."	"chr17:73200900-73204024"	"chr17:73201900-73203024"	"chr17:73202524-73203524"	"ENSG00000166685.13"	24.95751929	1.018926823	0
"82"	"COMT"	"K562_K700E"	"chr22"	19961289	19962659	3	"clu_3830_+"	3	"chr22:19961289-19962659"	"<i>COMT</i>"	"cryptic"	0.000435	"ENSG00000112695.13"	"cryptic_threeprime"	0.125	"."	"chr22:19960289-19963659"	"chr22:19961289-19962659"	"chr22:19962159-19963159"	"ENSG00000093010.15"	167.3294101	5.118904194	0
"83"	"COMT"	"MDS_K700E"	"chr22"	19961289	19962659	3	"clu_11295_+"	5	"chr22:19961289-19962659"	"<i>COMT</i>"	"cryptic"	1.67e-07	"ENSG00000138382.14"	"cryptic_threeprime"	0.116	"."	"chr22:19960289-19963659"	"chr22:19961289-19962659"	"chr22:19962159-19963159"	"ENSG00000093010.15"	126.7965113	22.02145685	0
"84"	"COMT"	"Nalm_K700E"	"chr22"	19961289	19962659	3	"clu_9340_+"	3	"chr22:19961289-19962659"	"<i>COMT</i>"	"cryptic"	0.000275	"ENSG00000093010.15"	"cryptic_threeprime"	0.13	"."	"chr22:19960289-19963659"	"chr22:19961289-19962659"	"chr22:19962159-19963159"	"ENSG00000093010.15"	57.5475665	0.518737845	0
"85"	"COPS2"	"MDS_K700E"	"chr15"	49128773	49129477	2	"clu_22883_-"	2	"chr15:49128760-49129477"	"<i>COPS2</i>"	"cryptic"	0.0154	"ENSG00000140983.13"	"cryptic_threeprime"	0.117	"."	"chr15:49127773-49130477"	"chr15:49128773-49129477"	"chr15:49128977-49129977"	"ENSG00000166200.15"	107.9682493	35.67101291	0
"86"	"COPS2"	"Nalm_K700E"	"chr15"	49128773	49129477	2	"clu_4585_-"	2	"chr15:49128760-49129477"	"<i>COPS2</i>"	"cryptic"	0.00203	"ENSG00000166200.15"	"cryptic_threeprime"	0.089	"."	"chr15:49127773-49130477"	"chr15:49128773-49129477"	"chr15:49128977-49129977"	"ENSG00000166200.15"	89.64492794	2.323862674	0
"87"	"CRNDE"	"BRCA_K700E"	"chr16"	54920327	54923585	4	"clu_7034_-"	3	"chr16:54920327-54923585"	"<i>CRNDE</i>"	"annotated"	0.00212	"ENSG00000245694.11"	"annotated"	0.323	"ENST00000660344.1+ENST00000661312.1+ENST00000688921.1"	"chr16:54919327-54924585"	"chr16:54920327-54923585"	"chr16:54923085-54924085"	"ENSG00000245694.11"	88.35027472	19.40301196	1
"88"	"CRNDE"	"K562_K700E"	"chr16"	54920327	54923585	4	"clu_2068_-"	3	"chr16:54920327-54923585"	"<i>CRNDE</i>"	"annotated"	0.0155	"ENSG00000213625.9"	"annotated"	0.591	"ENST00000660344.1+ENST00000661312.1+ENST00000688921.1"	"chr16:54919327-54924585"	"chr16:54920327-54923585"	"chr16:54923085-54924085"	"ENSG00000245694.11"	57.01720035	2.950451466	1
"89"	"CRNDE"	"MDS_K700E"	"chr16"	54920327	54923585	4	"clu_26851_-"	2	"chr16:54920327-54923585"	"<i>CRNDE</i>"	"annotated"	0.00206	"ENSG00000168118.11"	"annotated"	0.627	"ENST00000501177.7"	"chr16:54919327-54924585"	"chr16:54920327-54923585"	"chr16:54923085-54924085"	"ENSG00000245694.11"	6.778883838	3.405006503	1
"90"	"CRNDE"	"Nalm_K700E"	"chr16"	54920327	54923585	4	"clu_5440_-"	3	"chr16:54920327-54923585"	"<i>CRNDE</i>"	"annotated"	0.0141	"ENSG00000166965.13"	"annotated"	0.462	"ENST00000660344.1+ENST00000661312.1+ENST00000688921.1"	"chr16:54919327-54924585"	"chr16:54920327-54923585"	"chr16:54923085-54924085"	"ENSG00000245694.11"	77.5553591	3.48319086	1
"91"	"CRYZ"	"BRCA_K700E"	"chr1"	74706994	74710098	2	"clu_1444_-"	3	"chr1:74706994-74710098"	"<i>CRYZ</i>"	"annotated"	0.0021	"ENSG00000116791.14"	"annotated"	0.054	"ENST00000340866.10+ENST00000370871.7+ENST00000370872.7+ENST00000417775.5"	"chr1:74705994-74711098"	"chr1:74706994-74710098"	"chr1:74709598-74710598"	"ENSG00000116791.14"	67.39305188	22.00955088	64
"92"	"CRYZ"	"K562_K700E"	"chr1"	74706994	74710098	2	"clu_210_-"	3	"chr1:74706994-74710098"	"<i>CRYZ</i>"	"annotated"	0.00167	"ENSG00000005187.12"	"annotated"	0.111	"ENST00000340866.10+ENST00000370871.7+ENST00000370872.7+ENST00000417775.5"	"chr1:74705994-74711098"	"chr1:74706994-74710098"	"chr1:74709598-74710598"	"ENSG00000116791.14"	126.4474649	0.385029005	64
"93"	"CSNK1E"	"MDS_K700E"	"chr22"	38294534	38295387	2	"clu_15679_-"	6	"chr22:38294534-38298786"	"<i>CSNK1E</i>"	"annotated"	0.00773	"ENSG00000126709.14"	"annotated"	0.076	"ENST00000431611.5"	"chr22:38293534-38296387"	"chr22:38294534-38295387"	"chr22:38294887-38295887"	"ENSG00000213923.13"	23.17068239	9.405261113	0
"94"	"CSNK1E"	"Nalm_K700E"	"chr22"	38294534	38295387	2	"clu_9250_-"	6	"chr22:38294534-38298786"	"<i>CSNK1E</i>"	"annotated"	0.00018	"ENSG00000213923.13"	"annotated"	0.114	"ENST00000431611.5"	"chr22:38293534-38296387"	"chr22:38294534-38295387"	"chr22:38294887-38295887"	"ENSG00000213923.13"	48.83522966	1.621192445	0
"95"	"CUL4A"	"BRCA_K700E"	"chr13"	113260759	113263463	2	"clu_4995_+"	2	"chr13:113260759-113263487"	"<i>CUL4A</i>"	"cryptic"	0.0332	"ENSG00000139842.15"	"cryptic_threeprime"	0.068	"."	"chr13:113259759-113264463"	"chr13:113260759-113263463"	"chr13:113262963-113263963"	"ENSG00000139842.15"	127.2477396	33.86439221	0
"96"	"CUL4A"	"MDS_K700E"	"chr13"	113260759	113263463	2	"clu_2513_+"	2	"chr13:113260759-113263487"	"<i>CUL4A</i>"	"cryptic"	6.36e-05	"ENSG00000246985.7"	"cryptic_threeprime"	0.072	"."	"chr13:113259759-113264463"	"chr13:113260759-113263463"	"chr13:113262963-113263963"	"ENSG00000139842.15"	234.8376915	52.93248536	0
"97"	"CXXC1"	"BRCA_K700E"	"chr18"	50285247	50285749	3	"clu_8542_-"	3	"chr18:50285247-50285749"	"<i>CXXC1</i>"	"annotated"	0.00276	"ENSG00000154832.16"	"annotated"	0.061	"ENST00000285106.11+ENST00000412036.6+ENST00000586837.1+ENST00000589548.6+ENST00000589940.5+ENST00000590901.5+ENST00000591190.5+ENST00000591474.5+ENST00000673786.1"	"chr18:50284247-50286749"	"chr18:50285247-50285749"	"chr18:50285249-50286249"	"ENSG00000154832.16"	31.42055932	15.40254574	0
"98"	"CXXC1"	"MDS_K700E"	"chr18"	50285247	50285749	3	"clu_19720_-"	3	"chr18:50285247-50285749"	"<i>CXXC1</i>"	"annotated"	0.00054	"ENSG00000066027.11"	"annotated"	0.16	"ENST00000285106.10+ENST00000412036.6+ENST00000586837.1+ENST00000589548.5+ENST00000589940.5+ENST00000590901.5+ENST00000591190.5+ENST00000591474.5"	"chr18:50284247-50286749"	"chr18:50285247-50285749"	"chr18:50285249-50286249"	"ENSG00000154832.16"	80.25275154	15.76053504	0
"99"	"CXXC1"	"Nalm_K700E"	"chr18"	50285247	50285749	3	"clu_6671_-"	3	"chr18:50285247-50285749"	"<i>CXXC1</i>"	"annotated"	8.28e-07	"ENSG00000154832.16"	"annotated"	0.188	"ENST00000285106.11+ENST00000412036.6+ENST00000586837.1+ENST00000589548.6+ENST00000589940.5+ENST00000590901.5+ENST00000591190.5+ENST00000591474.5+ENST00000673786.1"	"chr18:50284247-50286749"	"chr18:50285247-50285749"	"chr18:50285249-50286249"	"ENSG00000154832.16"	133.7937192	2.705504068	0
"100"	"DCAF16"	"K562_K700E"	"chr4"	17804771	17810447	3	"clu_4305_-"	3	"chr4:17804771-17810447"	"<i>DCAF16</i>"	"cryptic"	0.00509	"ENSG00000247828.9"	"novel annotated pair"	0.258	"ENST00000382247.6"	"chr4:17803771-17811447"	"chr4:17804771-17810447"	"chr4:17809947-17810947"	"ENSG00000163257.11"	85.50394728	1.16879863	18
"101"	"DCAF16"	"MDS_K700E"	"chr4"	17804771	17810447	3	"clu_4250_-"	9	"chr4:17804756-17810447"	"<i>DCAF16</i>"	"cryptic"	0.0173	"ENSG00000108825.17"	"novel annotated pair"	0.13	"ENST00000382247.5"	"chr4:17803771-17811447"	"chr4:17804771-17810447"	"chr4:17809947-17810947"	"ENSG00000163257.11"	119.3888849	22.86859675	18
"102"	"DCAF16"	"Nalm_K700E"	"chr4"	17804771	17810447	3	"clu_10599_-"	6	"chr4:17804756-17810447"	"<i>DCAF16</i>"	"cryptic"	1.01e-06	"ENSG00000163257.11"	"novel annotated pair"	0.304	"ENST00000382247.6"	"chr4:17803771-17811447"	"chr4:17804771-17810447"	"chr4:17809947-17810947"	"ENSG00000163257.11"	152.4370636	1.929708195	18
"103"	"DDHD2"	"MDS_K700E"	"chr8"	38237627	38238107	2	"clu_16018_+"	2	"chr8:38237627-38238107"	"<i>DDHD2</i>"	"cryptic"	0.00621	"ENSG00000029534.19"	"cryptic_threeprime"	0.209	"."	"chr8:38236627-38239107"	"chr8:38237627-38238107"	"chr8:38237607-38238607"	"ENSG00000085788.14"	100.1779611	21.26212159	0
"104"	"DDHD2"	"Nalm_K700E"	"chr8"	38237627	38238107	2	"clu_12925_+"	2	"chr8:38237627-38238107"	"<i>DDHD2</i>"	"cryptic"	0.00149	"ENSG00000085788.14"	"cryptic_threeprime"	0.164	"."	"chr8:38236627-38239107"	"chr8:38237627-38238107"	"chr8:38237607-38238607"	"ENSG00000085788.14"	160.1092899	3.959495546	0
"105"	"DDX12P"	"MDS_K700E"	"chr12"	9421546	9421818	2	"clu_7381_-"	2	"chr12:9421491-9421818"	"<i>DDX12P</i>"	"cryptic"	0.0436	"ENSG00000157216.15"	"cryptic_threeprime"	0.125	"."	"chr12:9420546-9422818"	"chr12:9421546-9421818"	"chr12:9421318-9422318"	"ENSG00000214826.5"	50.66781221	16.84241506	0
"106"	"DDX12P"	"Nalm_K700E"	"chr12"	9421546	9421818	2	"clu_2803_-"	2	"chr12:9421491-9421818"	"<i>DDX12P</i>"	"cryptic"	0.00359	"ENSG00000271723.5"	"cryptic_threeprime"	0.128	"."	"chr12:9420546-9422818"	"chr12:9421546-9421818"	"chr12:9421318-9422318"	"ENSG00000214826.5"	53.97682499	1.844544137	0
"107"	"DGCR2"	"MDS_K700E"	"chr22"	19057186	19063202	2	"clu_15466_-"	2	"chr22:19057162-19063202"	"<i>DGCR2</i>"	"cryptic"	0.000166	"ENSG00000134759.13"	"cryptic_threeprime"	0.222	"."	"chr22:19056186-19064202"	"chr22:19057186-19063202"	"chr22:19062702-19063702"	"ENSG00000070413.20"	80.75442707	21.19941497	0
"108"	"DGCR2"	"Nalm_K700E"	"chr22"	19057186	19063202	2	"clu_9136_-"	2	"chr22:19057162-19063202"	"<i>DGCR2</i>"	"cryptic"	0.00114	"ENSG00000070413.20"	"cryptic_threeprime"	0.193	"."	"chr22:19056186-19064202"	"chr22:19057186-19063202"	"chr22:19062702-19063702"	"ENSG00000070413.20"	97.21763622	1.999868431	0
"109"	"DLG1"	"BRCA_K700E"	"chr3"	197065464	197065708	3	"clu_13318_-"	2	"chr3:197065448-197065708"	"<i>DLG1</i>"	"annotated"	0.0273	"ENSG00000075711.21"	"annotated"	0.15	"ENST00000661229.1"	"chr3:197064464-197066708"	"chr3:197065464-197065708"	"chr3:197065208-197066208"	"ENSG00000075711.21"	63.19474176	17.22314026	0
"110"	"DLG1"	"MDS_K700E"	"chr3"	197065464	197065708	3	"clu_18128_-"	2	"chr3:197065448-197065708"	"<i>DLG1</i>"	"cryptic"	0.00293	"ENSG00000266714.7"	"cryptic_threeprime"	0.309	"."	"chr3:197064464-197066708"	"chr3:197065464-197065708"	"chr3:197065208-197066208"	"ENSG00000075711.21"	87.76432623	12.68106876	0
"111"	"DLG1"	"Nalm_K700E"	"chr3"	197065464	197065708	3	"clu_10319_-"	2	"chr3:197065448-197065708"	"<i>DLG1</i>"	"annotated"	0.00122	"ENSG00000075711.21"	"annotated"	0.298	"ENST00000661229.1"	"chr3:197064464-197066708"	"chr3:197065464-197065708"	"chr3:197065208-197066208"	"ENSG00000075711.21"	58.37479315	0.94993949	0
"112"	"DLST"	"K562_K700E"	"chr14"	74882016	74885586	3	"clu_1738_+"	3	"chr14:74882016-74885586"	"<i>DLST</i>"	"annotated"	0.00378	"ENSG00000180198.17"	"annotated"	0.168	"ENST00000238671.11+ENST00000334220.9+ENST00000554612.5+ENST00000555071.5+ENST00000555459.5+ENST00000555492.5+ENST00000556190.5+ENST00000556460.5+ENST00000556582.5+ENST00000557012.5"	"chr14:74881016-74886586"	"chr14:74882016-74885586"	"chr14:74885086-74886086"	"ENSG00000119689.15"	58.18234247	2.414976722	0
"113"	"DLST"	"K562_K700E"	"chr14"	74889349	74889878	3	"clu_1739_+"	2	"chr14:74889349-74889897"	"<i>DLST</i>"	"annotated"	0.00782	"ENSG00000169246.16"	"annotated"	0.46	"ENST00000555988.1"	"chr14:74888349-74890878"	"chr14:74889349-74889878"	"chr14:74889378-74890378"	"ENSG00000119689.15"	58.18234247	2.414976722	0
"114"	"DLST"	"MDS_K700E"	"chr14"	74882016	74885586	3	"clu_12852_+"	6	"chr14:74882016-74889095"	"<i>DLST</i>"	"annotated"	0.00116	"ENSG00000123349.13"	"annotated"	0.093	"ENST00000238671.11+ENST00000334220.8+ENST00000554612.5+ENST00000555071.5+ENST00000555459.5+ENST00000555492.5+ENST00000556190.5+ENST00000556460.5+ENST00000556582.5+ENST00000557012.5"	"chr14:74881016-74886586"	"chr14:74882016-74885586"	"chr14:74885086-74886086"	"ENSG00000119689.15"	111.3443806	14.18611091	0
"115"	"DLST"	"MDS_K700E"	"chr14"	74889349	74889878	3	"clu_12854_+"	4	"chr14:74889349-74891056"	"<i>DLST</i>"	"annotated"	1.7e-09	"ENSG00000171552.12"	"annotated"	0.196	"ENST00000555988.1"	"chr14:74888349-74890878"	"chr14:74889349-74889878"	"chr14:74889378-74890378"	"ENSG00000119689.15"	111.3443806	14.18611091	0
"116"	"DLST"	"Nalm_K700E"	"chr14"	74882016	74885586	3	"clu_3964_+"	6	"chr14:74882016-74889095"	"<i>DLST</i>"	"annotated"	1.15e-09	"ENSG00000119689.15"	"annotated"	0.106	"ENST00000238671.11+ENST00000334220.9+ENST00000554612.5+ENST00000555071.5+ENST00000555459.5+ENST00000555492.5+ENST00000556190.5+ENST00000556460.5+ENST00000556582.5+ENST00000557012.5"	"chr14:74881016-74886586"	"chr14:74882016-74885586"	"chr14:74885086-74886086"	"ENSG00000119689.15"	121.3396562	3.288097635	0
"117"	"DLST"	"Nalm_K700E"	"chr14"	74889349	74889878	3	"clu_3965_+"	4	"chr14:74889349-74891056"	"<i>DLST</i>"	"annotated"	1.58e-05	"ENSG00000119689.15"	"annotated"	0.287	"ENST00000555988.1"	"chr14:74888349-74890878"	"chr14:74889349-74889878"	"chr14:74889378-74890378"	"ENSG00000119689.15"	121.3396562	3.288097635	0
"118"	"DPH5"	"BRCA_K700E"	"chr1"	100992754	100995110	2	"clu_1508_-"	5	"chr1:100990628-100995110"	"<i>DPH5</i>"	"cryptic"	0.000149	"ENSG00000117543.22"	"cryptic_threeprime"	0.118	"."	"chr1:100991754-100996110"	"chr1:100992754-100995110"	"chr1:100994610-100995610"	"ENSG00000117543.22"	17.10793701	4.35680405	0
"119"	"DPH5"	"K562_K700E"	"chr1"	100990631	100992637	2	"clu_232_-"	4	"chr1:100990628-100995110"	"<i>DPH5</i>"	"annotated"	0.00925	"ENSG00000005801.18"	"annotated"	0.058	"ENST00000370105.7+ENST00000370109.8+ENST00000427040.3+ENST00000464270.5+ENST00000466807.5+ENST00000477293.5+ENST00000488176.1+ENST00000488789.5+ENST00000490732.5+ENST00000498372.5"	"chr1:100989631-100993637"	"chr1:100990631-100992637"	"chr1:100992137-100993137"	"ENSG00000117543.22"	47.30273108	1.663917532	4
"120"	"DPH5"	"K562_K700E"	"chr1"	100990631	100995110	2	"clu_232_-"	4	"chr1:100990628-100995110"	"<i>DPH5</i>"	"annotated"	0.00925	"ENSG00000005801.18"	"annotated"	0.08	"ENST00000370105.7+ENST00000370109.8+ENST00000427040.3+ENST00000464270.5+ENST00000466807.5+ENST00000477293.5+ENST00000488176.1+ENST00000488789.5+ENST00000490732.5+ENST00000492067.5+ENST00000498372.5+ENST00000690716.1"	"chr1:100989631-100996110"	"chr1:100990631-100995110"	"chr1:100994610-100995610"	"ENSG00000117543.22"	47.30273108	1.663917532	8
"121"	"DPH5"	"MDS_K700E"	"chr1"	100992754	100995110	2	"clu_13792_-"	5	"chr1:100990628-100995110"	"<i>DPH5</i>"	"cryptic"	1.3e-06	"ENSG00000121716.20"	"cryptic_threeprime"	0.125	"."	"chr1:100991754-100996110"	"chr1:100992754-100995110"	"chr1:100994610-100995610"	"ENSG00000117543.22"	33.15444906	7.151774479	0
"122"	"DPH5"	"MDS_K700E"	"chr1"	100990631	100995110	2	"clu_13792_-"	5	"chr1:100990628-100995110"	"<i>DPH5</i>"	"cryptic"	1.3e-06	"ENSG00000121716.20"	"annotated"	0.066	"ENST00000370105.7+ENST00000370109.7+ENST00000427040.2+ENST00000464270.5+ENST00000466807.5+ENST00000477293.5+ENST00000488176.1+ENST00000488789.5+ENST00000490732.5+ENST00000492067.5+ENST00000498372.5"	"chr1:100989631-100996110"	"chr1:100990631-100995110"	"chr1:100994610-100995610"	"ENSG00000117543.22"	33.15444906	7.151774479	8
"123"	"DPH5"	"Nalm_K700E"	"chr1"	100990631	100992637	2	"clu_1055_-"	5	"chr1:100990628-100995110"	"<i>DPH5</i>"	"annotated"	2.51e-05	"ENSG00000117543.22"	"annotated"	0.095	"ENST00000370105.7+ENST00000370109.8+ENST00000427040.3+ENST00000464270.5+ENST00000466807.5+ENST00000477293.5+ENST00000488176.1+ENST00000488789.5+ENST00000490732.5+ENST00000498372.5"	"chr1:100989631-100993637"	"chr1:100990631-100992637"	"chr1:100992137-100993137"	"ENSG00000117543.22"	28.36398844	0.910361377	4
"124"	"DRG2"	"MDS_K700E"	"chr17"	18103889	18104544	2	"clu_16546_+"	3	"chr17:18103889-18104623"	"<i>DRG2</i>"	"cryptic"	0.00472	"ENSG00000168591.15"	"cryptic_threeprime"	0.073	"."	"chr17:18102889-18105544"	"chr17:18103889-18104544"	"chr17:18104044-18105044"	"ENSG00000108591.10"	32.35484914	6.906644293	1
"125"	"DRG2"	"Nalm_K700E"	"chr17"	18103889	18104544	2	"clu_6178_+"	2	"chr17:18103889-18104623"	"<i>DRG2</i>"	"cryptic"	0.00711	"ENSG00000132199.20"	"cryptic_threeprime"	0.105	"."	"chr17:18102889-18105544"	"chr17:18103889-18104544"	"chr17:18104044-18105044"	"ENSG00000108591.10"	38.42029837	1.248464207	1
"126"	"DVL2"	"MDS_K700E"	"chr17"	7227711	7227977	2	"clu_9301_-"	2	"chr17:7227711-7227977"	"<i>DVL2</i>"	"annotated"	7.49e-05	"ENSG00000130731.15"	"annotated"	0.265	"ENST00000575086.1"	"chr17:7226711-7228977"	"chr17:7227711-7227977"	"chr17:7227477-7228477"	"ENSG00000004975.12"	47.36536262	8.35863195	0
"127"	"DVL2"	"Nalm_K700E"	"chr17"	7227711	7227977	2	"clu_5629_-"	3	"chr17:7227702-7227977"	"<i>DVL2</i>"	"cryptic"	1.3e-06	"ENSG00000004975.12"	"annotated"	0.317	"ENST00000575086.1"	"chr17:7226711-7228977"	"chr17:7227711-7227977"	"chr17:7227477-7228477"	"ENSG00000004975.12"	115.1126247	2.735791485	0
"128"	"DYNC2LI1"	"MDS_K700E"	"chr2"	43774146	43774403	2	"clu_28007_+"	2	"chr2:43774146-43776782"	"<i>DYNC2LI1</i>"	"cryptic"	0.0128	"ENSG00000269404.6"	"cryptic_threeprime"	0.098	"."	"chr2:43773146-43775403"	"chr2:43774146-43774403"	"chr2:43773903-43774903"	"ENSG00000138036.18"	20.73060238	5.937370341	0
"129"	"DYNC2LI1"	"Nalm_K700E"	"chr2"	43774146	43774403	2	"clu_7724_+"	2	"chr2:43774146-43776782"	"<i>DYNC2LI1</i>"	"cryptic"	0.0089	"ENSG00000052841.15"	"cryptic_threeprime"	0.191	"."	"chr2:43773146-43775403"	"chr2:43774146-43774403"	"chr2:43773903-43774903"	"ENSG00000138036.18"	17.08814058	1.598181376	0
"130"	"DYNLL1"	"BRCA_K700E"	"chr12"	120496216	120496402	4	"clu_4235_+"	2	"chr12:120496216-120496416"	"<i>DYNLL1</i>"	"annotated"	0.0306	"ENSG00000088986.11"	"annotated"	0.27	"ENST00000392508.2+ENST00000550845.5"	"chr12:120495216-120497402"	"chr12:120496216-120496402"	"chr12:120495902-120496902"	"ENSG00000088986.11"	172.1180663	67.46562678	9
"131"	"DYNLL1"	"K562_K700E"	"chr12"	120496216	120496402	4	"clu_1537_+"	3	"chr12:120470104-120496416"	"<i>DYNLL1</i>"	"annotated"	3.99e-06	"ENSG00000088986.11"	"annotated"	0.479	"ENST00000392508.2+ENST00000550845.5"	"chr12:120495216-120497402"	"chr12:120496216-120496402"	"chr12:120495902-120496902"	"ENSG00000088986.11"	202.7340183	2.553084213	9
"132"	"DYNLL1"	"MDS_K700E"	"chr12"	120496216	120496402	4	"clu_1683_+"	7	"chr12:120470104-120498120"	"<i>DYNLL1</i>"	"cryptic"	1.27e-10	"ENSG00000205581.10"	"annotated"	0.224	"ENST00000392508.2+ENST00000550845.5"	"chr12:120495216-120497402"	"chr12:120496216-120496402"	"chr12:120495902-120496902"	"ENSG00000088986.11"	119.014628	26.61378307	9
"133"	"DYNLL1"	"Nalm_K700E"	"chr12"	120496216	120496402	4	"clu_3491_+"	2	"chr12:120496216-120496416"	"<i>DYNLL1</i>"	"annotated"	1.57e-06	"ENSG00000088986.11"	"annotated"	0.42	"ENST00000392508.2+ENST00000550845.5"	"chr12:120495216-120497402"	"chr12:120496216-120496402"	"chr12:120495902-120496902"	"ENSG00000088986.11"	166.0959514	8.182212365	9
